source,dest,weight
tropical fruit,sausage,213
tropical fruit,yogurt,295
tropical fruit,bottled water,220
tropical fruit,butter milk,61
tropical fruit,specialty bar,55
tropical fruit,chocolate,95
tropical fruit,packaged fruit/vegetables,32
tropical fruit,fruit/vegetable juice,129
tropical fruit,butter,121
tropical fruit,chicken,97
tropical fruit,frankfurter,132
tropical fruit,beef,111
tropical fruit,citrus fruit,181
tropical fruit,pot plants,34
tropical fruit,rolls/buns,344
tropical fruit,other vegetables,356
tropical fruit,pip fruit,170
tropical fruit,whole milk,454
whole milk,toilet cleaner,1
whole milk,ready soups,11
whole milk,pudding powder,11
whole milk,specialty vegetables,6
whole milk,salad dressing,4
whole milk,tea,12
whole milk,rice,21
whole milk,flower (seeds),37
whole milk,kitchen utensil,1
whole milk,jam,16
whole milk,honey,7
whole milk,cake bar,48
whole milk,organic products,5
whole milk,softener,23
whole milk,cocoa drinks,9
whole milk,nut snack,14
whole milk,rubbing alcohol,3
whole milk,skin care,13
whole milk,cream,3
whole milk,ketchup,18
whole milk,syrup,8
whole milk,abrasive cleaner,9
whole milk,liqueur,4
whole milk,seasonal products,52
whole milk,cooking chocolate,7
whole milk,tidbits,11
whole milk,whisky,8
whole milk,candles,35
whole milk,male cosmetics,17
whole milk,dishes,76
whole milk,meat spreads,28
whole milk,cereals,18
whole milk,flower soil/fertilizer,6
whole milk,kitchen towels,14
whole milk,roll products,38
whole milk,dental care,20
whole milk,mayonnaise,38
whole milk,soft cheese,76
whole milk,organic sausage,13
whole milk,snack products,17
whole milk,instant coffee,28
whole milk,specialty fat,13
whole milk,mustard,55
whole milk,soups,25
whole milk,sweet spreads,35
whole milk,long life bakery product,113
whole milk,chocolate marshmallow,30
whole milk,rum,14
whole milk,sauces,25
whole milk,waffles,148
whole milk,napkins,168
whole milk,spices,23
whole milk,brandy,24
whole milk,frozen fruits,6
whole milk,canned fruit,13
whole milk,zwieback,36
whole milk,liver loaf,23
whole milk,prosecco,11
whole milk,bathroom cleaner,12
whole milk,cat food,95
whole milk,semi-finished bread,77
whole milk,cookware,13
whole milk,canned fish,59
whole milk,chewing gum,100
whole milk,canned vegetables,45
whole milk,light bulbs,17
whole milk,artif. sweetener,18
whole milk,hygiene articles,107
whole milk,frozen fish,56
whole milk,potato products,10
whole milk,nuts/prunes,19
whole milk,vinegar,22
whole milk,frozen dessert,47
whole milk,decalcifier,5
whole milk,spread cheese,56
whole milk,house keeping products,30
whole milk,frozen chicken,3
whole milk,soap,10
whole milk,cling film/bags,35
whole milk,female sanitary products,17
whole milk,white bread,186
whole milk,pet care,38
whole milk,Instant food products,31
whole milk,salty snack,132
whole milk,specialty cheese,34
whole milk,baking powder,59
whole milk,dish cleaner,39
whole milk,sliced cheese,98
whole milk,frozen vegetables,215
whole milk,whipped/sour cream,311
whole milk,oil,118
whole milk,salt,44
whole milk,shopping bags,356
whole milk,margarine,232
whole milk,domestic eggs,274
whole milk,photo/film,38
whole milk,hair spray,5
whole milk,onions,155
whole milk,candy,114
whole milk,UHT-milk,158
whole milk,liquor (appetizer),37
whole milk,pickled vegetables,69
whole milk,liquor,65
whole milk,cream cheese,186
whole milk,hard cheese,108
whole milk,ice cream,118
whole milk,meat,136
whole milk,white wine,92
whole milk,cleaner,18
whole milk,condensed milk,54
whole milk,specialty chocolate,116
whole milk,dog food,39
whole milk,dessert,159
whole milk,bottled beer,333
whole milk,beverages,110
whole milk,finished products,34
whole milk,popcorn,25
whole milk,pasta,53
whole milk,curd,248
whole milk,newspapers,282
whole milk,sparkling wine,20
whole milk,fish,13
whole milk,processed cheese,82
whole milk,grapes,111
whole milk,detergent,68
whole milk,soda,589
whole milk,herbs,82
whole milk,frozen meals,127
whole milk,sugar,144
whole milk,flour,77
whole milk,frozen potato products,35
whole milk,red/blush wine,84
whole milk,curd cheese,34
whole milk,turkey,37
whole milk,ham,144
whole milk,misc. beverages,107
whole milk,coffee,215
whole milk,berries,153
whole milk,canned beer,340
whole milk,pastry,355
whole milk,pork,261
whole milk,root vegetables,441
whole milk,hamburger meat,177
whole milk,brown bread,272
whole milk,sausage,417
whole milk,yogurt,587
whole milk,bottled water,438
whole milk,butter milk,123
whole milk,specialty bar,98
whole milk,chocolate,187
whole milk,packaged fruit/vegetables,59
whole milk,fruit/vegetable juice,243
whole milk,butter,258
whole milk,chicken,195
whole milk,frankfurter,265
whole milk,beef,250
whole milk,citrus fruit,360
whole milk,pot plants,61
whole milk,rolls/buns,696
whole milk,other vegetables,746
whole milk,pip fruit,339
pip fruit,pudding powder,4
pip fruit,specialty vegetables,1
pip fruit,salad dressing,2
pip fruit,tea,4
pip fruit,rice,9
pip fruit,flower (seeds),9
pip fruit,kitchen utensil,1
pip fruit,jam,10
pip fruit,honey,3
pip fruit,cake bar,23
pip fruit,organic products,3
pip fruit,softener,11
pip fruit,cocoa drinks,6
pip fruit,nut snack,4
pip fruit,rubbing alcohol,2
pip fruit,skin care,7
pip fruit,cream,1
pip fruit,ketchup,8
pip fruit,syrup,10
pip fruit,abrasive cleaner,5
pip fruit,seasonal products,23
pip fruit,cooking chocolate,2
pip fruit,tidbits,4
pip fruit,whisky,3
pip fruit,candles,17
pip fruit,male cosmetics,11
pip fruit,dishes,22
pip fruit,meat spreads,7
pip fruit,cereals,9
pip fruit,flower soil/fertilizer,5
pip fruit,kitchen towels,3
pip fruit,roll products,19
pip fruit,dental care,4
pip fruit,mayonnaise,13
pip fruit,soft cheese,34
pip fruit,organic sausage,5
pip fruit,snack products,6
pip fruit,instant coffee,10
pip fruit,specialty fat,6
pip fruit,mustard,16
pip fruit,soups,3
pip fruit,sweet spreads,15
pip fruit,bags,1
pip fruit,long life bakery product,51
pip fruit,chocolate marshmallow,12
pip fruit,rum,7
pip fruit,sauces,11
pip fruit,waffles,57
pip fruit,napkins,52
pip fruit,spices,6
pip fruit,baby cosmetics,1
pip fruit,brandy,7
pip fruit,frozen fruits,1
pip fruit,canned fruit,7
pip fruit,zwieback,12
pip fruit,liver loaf,11
pip fruit,prosecco,5
pip fruit,bathroom cleaner,4
pip fruit,cat food,35
pip fruit,semi-finished bread,27
pip fruit,cookware,3
pip fruit,canned fish,29
pip fruit,chewing gum,33
pip fruit,canned vegetables,21
pip fruit,light bulbs,5
pip fruit,artif. sweetener,4
pip fruit,hygiene articles,41
pip fruit,frozen fish,22
pip fruit,potato products,6
pip fruit,nuts/prunes,6
pip fruit,vinegar,10
pip fruit,frozen dessert,21
pip fruit,decalcifier,2
pip fruit,spread cheese,19
pip fruit,house keeping products,10
pip fruit,frozen chicken,1
pip fruit,soap,5
pip fruit,cling film/bags,16
pip fruit,female sanitary products,9
pip fruit,white bread,64
pip fruit,pet care,18
pip fruit,Instant food products,9
pip fruit,salty snack,46
pip fruit,specialty cheese,15
pip fruit,baking powder,20
pip fruit,dish cleaner,19
pip fruit,sliced cheese,40
pip fruit,frozen vegetables,72
pip fruit,whipped/sour cream,119
pip fruit,oil,41
pip fruit,salt,16
pip fruit,shopping bags,124
pip fruit,margarine,90
pip fruit,domestic eggs,87
pip fruit,photo/film,14
pip fruit,hair spray,1
pip fruit,onions,57
pip fruit,candy,49
pip fruit,UHT-milk,67
pip fruit,liquor (appetizer),14
pip fruit,pickled vegetables,29
pip fruit,liquor,10
pip fruit,cream cheese,59
pip fruit,hard cheese,44
pip fruit,ice cream,48
pip fruit,meat,55
pip fruit,white wine,35
pip fruit,cleaner,3
pip fruit,condensed milk,25
pip fruit,specialty chocolate,43
pip fruit,dog food,10
pip fruit,dessert,62
pip fruit,bottled beer,130
pip fruit,beverages,50
pip fruit,finished products,10
pip fruit,popcorn,10
pip fruit,pasta,31
pip fruit,curd,86
pip fruit,newspapers,104
pip fruit,sparkling wine,11
pip fruit,fish,1
pip fruit,processed cheese,22
pip fruit,grapes,42
pip fruit,detergent,28
pip fruit,soda,236
pip fruit,herbs,31
pip fruit,frozen meals,46
pip fruit,sugar,56
pip fruit,flour,23
pip fruit,frozen potato products,8
pip fruit,red/blush wine,36
pip fruit,curd cheese,5
pip fruit,turkey,15
pip fruit,ham,46
pip fruit,misc. beverages,49
pip fruit,coffee,93
pip fruit,berries,71
pip fruit,canned beer,122
pip fruit,pastry,160
pip fruit,pork,113
pip fruit,root vegetables,174
pip fruit,hamburger meat,64
pip fruit,brown bread,107
pip fruit,sausage,164
pip fruit,yogurt,221
pip fruit,bottled water,158
pip fruit,butter milk,32
pip fruit,specialty bar,37
pip fruit,chocolate,75
pip fruit,packaged fruit/vegetables,28
pip fruit,fruit/vegetable juice,97
pip fruit,butter,91
pip fruit,chicken,78
pip fruit,frankfurter,106
pip fruit,beef,98
pip fruit,citrus fruit,133
pip fruit,pot plants,29
pip fruit,rolls/buns,262
pip fruit,other vegetables,282
other vegetables,preservation products,1
other vegetables,toilet cleaner,1
other vegetables,make up remover,2
other vegetables,ready soups,7
other vegetables,pudding powder,9
other vegetables,specialty vegetables,2
other vegetables,salad dressing,4
other vegetables,tea,16
other vegetables,rice,21
other vegetables,flower (seeds),28
other vegetables,jam,14
other vegetables,honey,6
other vegetables,cake bar,35
other vegetables,organic products,7
other vegetables,softener,16
other vegetables,cocoa drinks,5
other vegetables,nut snack,12
other vegetables,rubbing alcohol,3
other vegetables,skin care,10
other vegetables,cream,4
other vegetables,ketchup,16
other vegetables,syrup,11
other vegetables,abrasive cleaner,10
other vegetables,liqueur,1
other vegetables,seasonal products,39
other vegetables,cooking chocolate,9
other vegetables,tidbits,11
other vegetables,whisky,5
other vegetables,candles,24
other vegetables,male cosmetics,10
other vegetables,dishes,51
other vegetables,meat spreads,17
other vegetables,cereals,19
other vegetables,flower soil/fertilizer,7
other vegetables,kitchen towels,13
other vegetables,roll products,36
other vegetables,dental care,15
other vegetables,mayonnaise,30
other vegetables,soft cheese,72
other vegetables,organic sausage,10
other vegetables,snack products,9
other vegetables,instant coffee,33
other vegetables,specialty fat,12
other vegetables,mustard,28
other vegetables,soups,19
other vegetables,sweet spreads,26
other vegetables,bags,3
other vegetables,long life bakery product,103
other vegetables,chocolate marshmallow,20
other vegetables,rum,11
other vegetables,sauces,17
other vegetables,waffles,121
other vegetables,napkins,131
other vegetables,spices,18
other vegetables,baby cosmetics,2
other vegetables,brandy,12
other vegetables,frozen fruits,4
other vegetables,canned fruit,14
other vegetables,zwieback,23
other vegetables,liver loaf,20
other vegetables,prosecco,5
other vegetables,bathroom cleaner,10
other vegetables,cat food,94
other vegetables,semi-finished bread,68
other vegetables,cookware,8
other vegetables,canned fish,47
other vegetables,chewing gum,80
other vegetables,canned vegetables,32
other vegetables,light bulbs,12
other vegetables,artif. sweetener,15
other vegetables,hygiene articles,88
other vegetables,frozen fish,46
other vegetables,potato products,11
other vegetables,nuts/prunes,12
other vegetables,vinegar,23
other vegetables,frozen dessert,35
other vegetables,decalcifier,2
other vegetables,spread cheese,45
other vegetables,house keeping products,20
other vegetables,frozen chicken,4
other vegetables,soap,6
other vegetables,cling film/bags,24
other vegetables,female sanitary products,14
other vegetables,white bread,142
other vegetables,pet care,40
other vegetables,Instant food products,18
other vegetables,salty snack,114
other vegetables,specialty cheese,21
other vegetables,baking powder,59
other vegetables,dish cleaner,30
other vegetables,sliced cheese,86
other vegetables,frozen vegetables,178
other vegetables,whipped/sour cream,261
other vegetables,oil,102
other vegetables,salt,38
other vegetables,shopping bags,285
other vegetables,margarine,195
other vegetables,domestic eggs,212
other vegetables,photo/film,34
other vegetables,hair spray,2
other vegetables,onions,131
other vegetables,candy,90
other vegetables,UHT-milk,152
other vegetables,liquor (appetizer),24
other vegetables,pickled vegetables,58
other vegetables,liquor,50
other vegetables,cream cheese,154
other vegetables,hard cheese,100
other vegetables,ice cream,88
other vegetables,meat,110
other vegetables,white wine,68
other vegetables,cleaner,13
other vegetables,condensed milk,48
other vegetables,specialty chocolate,107
other vegetables,dog food,30
other vegetables,dessert,140
other vegetables,bottled beer,267
other vegetables,beverages,112
other vegetables,finished products,29
other vegetables,popcorn,18
other vegetables,pasta,46
other vegetables,curd,201
other vegetables,newspapers,201
other vegetables,sparkling wine,22
other vegetables,fish,9
other vegetables,processed cheese,56
other vegetables,grapes,96
other vegetables,detergent,55
other vegetables,soda,484
other vegetables,herbs,60
other vegetables,frozen meals,108
other vegetables,sugar,114
other vegetables,flour,63
other vegetables,frozen potato products,28
other vegetables,red/blush wine,70
other vegetables,curd cheese,19
other vegetables,turkey,33
other vegetables,ham,106
other vegetables,misc. beverages,91
other vegetables,coffee,192
other vegetables,berries,144
other vegetables,canned beer,262
other vegetables,pastry,279
other vegetables,pork,217
other vegetables,root vegetables,367
other vegetables,hamburger meat,138
other vegetables,brown bread,233
other vegetables,sausage,362
other vegetables,yogurt,469
other vegetables,bottled water,366
other vegetables,butter milk,107
other vegetables,specialty bar,95
other vegetables,chocolate,150
other vegetables,packaged fruit/vegetables,42
other vegetables,fruit/vegetable juice,205
other vegetables,butter,223
other vegetables,chicken,151
other vegetables,frankfurter,238
other vegetables,beef,198
other vegetables,citrus fruit,302
other vegetables,pot plants,59
other vegetables,rolls/buns,572
rolls/buns,toilet cleaner,3
rolls/buns,make up remover,3
rolls/buns,ready soups,5
rolls/buns,pudding powder,7
rolls/buns,specialty vegetables,3
rolls/buns,salad dressing,2
rolls/buns,tea,9
rolls/buns,rice,20
rolls/buns,flower (seeds),26
rolls/buns,kitchen utensil,1
rolls/buns,jam,13
rolls/buns,honey,3
rolls/buns,cake bar,29
rolls/buns,organic products,4
rolls/buns,softener,20
rolls/buns,cocoa drinks,4
rolls/buns,nut snack,12
rolls/buns,rubbing alcohol,2
rolls/buns,skin care,8
rolls/buns,cream,4
rolls/buns,ketchup,7
rolls/buns,syrup,8
rolls/buns,abrasive cleaner,11
rolls/buns,liqueur,3
rolls/buns,seasonal products,40
rolls/buns,cooking chocolate,5
rolls/buns,tidbits,12
rolls/buns,whisky,4
rolls/buns,candles,32
rolls/buns,male cosmetics,16
rolls/buns,dishes,46
rolls/buns,meat spreads,15
rolls/buns,cereals,17
rolls/buns,flower soil/fertilizer,6
rolls/buns,kitchen towels,9
rolls/buns,roll products,34
rolls/buns,dental care,15
rolls/buns,mayonnaise,30
rolls/buns,soft cheese,67
rolls/buns,organic sausage,9
rolls/buns,snack products,12
rolls/buns,instant coffee,26
rolls/buns,specialty fat,11
rolls/buns,mustard,36
rolls/buns,soups,20
rolls/buns,sweet spreads,23
rolls/buns,bags,2
rolls/buns,long life bakery product,107
rolls/buns,chocolate marshmallow,24
rolls/buns,rum,15
rolls/buns,sauces,19
rolls/buns,waffles,97
rolls/buns,napkins,139
rolls/buns,spices,19
rolls/buns,baby cosmetics,1
rolls/buns,brandy,13
rolls/buns,frozen fruits,2
rolls/buns,canned fruit,7
rolls/buns,zwieback,22
rolls/buns,liver loaf,19
rolls/buns,prosecco,9
rolls/buns,bathroom cleaner,8
rolls/buns,cat food,74
rolls/buns,semi-finished bread,58
rolls/buns,cookware,6
rolls/buns,canned fish,53
rolls/buns,chewing gum,70
rolls/buns,canned vegetables,34
rolls/buns,light bulbs,9
rolls/buns,artif. sweetener,10
rolls/buns,hygiene articles,88
rolls/buns,frozen fish,34
rolls/buns,potato products,11
rolls/buns,nuts/prunes,12
rolls/buns,vinegar,20
rolls/buns,frozen dessert,33
rolls/buns,decalcifier,2
rolls/buns,spread cheese,28
rolls/buns,house keeping products,19
rolls/buns,frozen chicken,1
rolls/buns,soap,6
rolls/buns,cling film/bags,33
rolls/buns,female sanitary products,18
rolls/buns,white bread,147
rolls/buns,pet care,40
rolls/buns,Instant food products,21
rolls/buns,salty snack,118
rolls/buns,specialty cheese,25
rolls/buns,baking powder,48
rolls/buns,dish cleaner,30
rolls/buns,sliced cheese,80
rolls/buns,frozen vegetables,160
rolls/buns,whipped/sour cream,228
rolls/buns,oil,79
rolls/buns,salt,33
rolls/buns,shopping bags,268
rolls/buns,margarine,175
rolls/buns,domestic eggs,205
rolls/buns,photo/film,32
rolls/buns,hair spray,2
rolls/buns,onions,127
rolls/buns,candy,84
rolls/buns,UHT-milk,121
rolls/buns,liquor (appetizer),27
rolls/buns,pickled vegetables,49
rolls/buns,liquor,44
rolls/buns,cream cheese,129
rolls/buns,hard cheese,88
rolls/buns,ice cream,95
rolls/buns,meat,91
rolls/buns,white wine,68
rolls/buns,cleaner,14
rolls/buns,condensed milk,40
rolls/buns,specialty chocolate,78
rolls/buns,dog food,24
rolls/buns,dessert,138
rolls/buns,bottled beer,246
rolls/buns,beverages,92
rolls/buns,finished products,26
rolls/buns,popcorn,22
rolls/buns,pasta,50
rolls/buns,curd,195
rolls/buns,newspapers,223
rolls/buns,sparkling wine,23
rolls/buns,fish,10
rolls/buns,processed cheese,59
rolls/buns,grapes,87
rolls/buns,detergent,50
rolls/buns,soda,467
rolls/buns,herbs,48
rolls/buns,frozen meals,110
rolls/buns,sugar,106
rolls/buns,flour,50
rolls/buns,frozen potato products,30
rolls/buns,red/blush wine,71
rolls/buns,curd cheese,23
rolls/buns,turkey,26
rolls/buns,ham,94
rolls/buns,misc. beverages,91
rolls/buns,coffee,167
rolls/buns,berries,113
rolls/buns,canned beer,260
rolls/buns,pastry,271
rolls/buns,pork,185
rolls/buns,root vegetables,354
rolls/buns,hamburger meat,126
rolls/buns,brown bread,208
rolls/buns,sausage,321
rolls/buns,yogurt,434
rolls/buns,bottled water,309
rolls/buns,butter milk,99
rolls/buns,specialty bar,78
rolls/buns,chocolate,146
rolls/buns,packaged fruit/vegetables,45
rolls/buns,fruit/vegetable juice,209
rolls/buns,butter,193
rolls/buns,chicken,165
rolls/buns,frankfurter,215
rolls/buns,beef,158
rolls/buns,citrus fruit,280
rolls/buns,pot plants,53
pot plants,pudding powder,1
pot plants,rice,1
pot plants,flower (seeds),2
pot plants,jam,2
pot plants,cake bar,6
pot plants,organic products,1
pot plants,softener,2
pot plants,cocoa drinks,1
pot plants,skin care,3
pot plants,ketchup,2
pot plants,syrup,1
pot plants,abrasive cleaner,1
pot plants,seasonal products,1
pot plants,cooking chocolate,1
pot plants,tidbits,1
pot plants,candles,3
pot plants,male cosmetics,1
pot plants,dishes,5
pot plants,meat spreads,1
pot plants,kitchen towels,2
pot plants,roll products,4
pot plants,dental care,3
pot plants,mayonnaise,4
pot plants,soft cheese,7
pot plants,organic sausage,1
pot plants,snack products,2
pot plants,instant coffee,2
pot plants,specialty fat,1
pot plants,mustard,2
pot plants,soups,2
pot plants,sweet spreads,2
pot plants,long life bakery product,10
pot plants,chocolate marshmallow,1
pot plants,rum,1
pot plants,sauces,4
pot plants,waffles,4
pot plants,napkins,11
pot plants,baby cosmetics,1
pot plants,brandy,2
pot plants,frozen fruits,1
pot plants,zwieback,2
pot plants,prosecco,3
pot plants,bathroom cleaner,1
pot plants,cat food,5
pot plants,semi-finished bread,6
pot plants,cookware,1
pot plants,canned fish,3
pot plants,chewing gum,8
pot plants,canned vegetables,3
pot plants,light bulbs,1
pot plants,hygiene articles,10
pot plants,frozen fish,5
pot plants,vinegar,4
pot plants,frozen dessert,5
pot plants,decalcifier,1
pot plants,spread cheese,2
pot plants,house keeping products,2
pot plants,soap,2
pot plants,cling film/bags,3
pot plants,female sanitary products,5
pot plants,white bread,12
pot plants,pet care,1
pot plants,Instant food products,2
pot plants,salty snack,8
pot plants,specialty cheese,3
pot plants,baking powder,8
pot plants,dish cleaner,4
pot plants,sliced cheese,4
pot plants,frozen vegetables,17
pot plants,whipped/sour cream,24
pot plants,oil,9
pot plants,salt,6
pot plants,shopping bags,23
pot plants,margarine,14
pot plants,domestic eggs,14
pot plants,photo/film,1
pot plants,onions,9
pot plants,candy,10
pot plants,UHT-milk,7
pot plants,liquor (appetizer),4
pot plants,pickled vegetables,8
pot plants,liquor,3
pot plants,cream cheese,12
pot plants,hard cheese,6
pot plants,ice cream,6
pot plants,meat,11
pot plants,white wine,5
pot plants,cleaner,2
pot plants,condensed milk,8
pot plants,specialty chocolate,7
pot plants,dog food,2
pot plants,dessert,13
pot plants,bottled beer,21
pot plants,beverages,9
pot plants,finished products,1
pot plants,popcorn,2
pot plants,pasta,3
pot plants,curd,17
pot plants,newspapers,13
pot plants,fish,2
pot plants,processed cheese,4
pot plants,grapes,7
pot plants,detergent,5
pot plants,soda,36
pot plants,herbs,6
pot plants,frozen meals,8
pot plants,sugar,10
pot plants,flour,5
pot plants,frozen potato products,4
pot plants,red/blush wine,7
pot plants,curd cheese,4
pot plants,turkey,1
pot plants,ham,8
pot plants,misc. beverages,8
pot plants,coffee,19
pot plants,berries,8
pot plants,canned beer,20
pot plants,pastry,21
pot plants,pork,15
pot plants,root vegetables,35
pot plants,hamburger meat,7
pot plants,brown bread,24
pot plants,sausage,34
pot plants,yogurt,38
pot plants,bottled water,31
pot plants,butter milk,7
pot plants,specialty bar,3
pot plants,chocolate,15
pot plants,packaged fruit/vegetables,8
pot plants,fruit/vegetable juice,21
pot plants,butter,12
pot plants,chicken,11
pot plants,frankfurter,22
pot plants,beef,14
pot plants,citrus fruit,28
citrus fruit,toilet cleaner,1
citrus fruit,make up remover,2
citrus fruit,ready soups,4
citrus fruit,pudding powder,2
citrus fruit,specialty vegetables,4
citrus fruit,salad dressing,2
citrus fruit,tea,6
citrus fruit,rice,6
citrus fruit,flower (seeds),13
citrus fruit,jam,7
citrus fruit,honey,2
citrus fruit,cake bar,23
citrus fruit,organic products,1
citrus fruit,softener,8
citrus fruit,cocoa drinks,1
citrus fruit,nut snack,4
citrus fruit,rubbing alcohol,2
citrus fruit,skin care,5
citrus fruit,cream,1
citrus fruit,ketchup,7
citrus fruit,syrup,8
citrus fruit,abrasive cleaner,5
citrus fruit,liqueur,2
citrus fruit,seasonal products,27
citrus fruit,cooking chocolate,1
citrus fruit,tidbits,3
citrus fruit,whisky,2
citrus fruit,candles,14
citrus fruit,male cosmetics,13
citrus fruit,dishes,30
citrus fruit,meat spreads,6
citrus fruit,cereals,6
citrus fruit,flower soil/fertilizer,3
citrus fruit,kitchen towels,4
citrus fruit,roll products,22
citrus fruit,dental care,8
citrus fruit,mayonnaise,10
citrus fruit,soft cheese,29
citrus fruit,organic sausage,3
citrus fruit,snack products,9
citrus fruit,instant coffee,10
citrus fruit,specialty fat,7
citrus fruit,mustard,15
citrus fruit,soups,9
citrus fruit,sweet spreads,13
citrus fruit,bags,1
citrus fruit,long life bakery product,54
citrus fruit,chocolate marshmallow,12
citrus fruit,rum,8
citrus fruit,sauces,9
citrus fruit,waffles,56
citrus fruit,napkins,74
citrus fruit,spices,12
citrus fruit,baby cosmetics,1
citrus fruit,brandy,6
citrus fruit,frozen fruits,2
citrus fruit,canned fruit,4
citrus fruit,zwieback,10
citrus fruit,liver loaf,10
citrus fruit,prosecco,2
citrus fruit,bathroom cleaner,3
citrus fruit,cat food,33
citrus fruit,semi-finished bread,27
citrus fruit,cookware,4
citrus fruit,canned fish,32
citrus fruit,chewing gum,43
citrus fruit,canned vegetables,13
citrus fruit,light bulbs,12
citrus fruit,artif. sweetener,2
citrus fruit,hygiene articles,46
citrus fruit,frozen fish,18
citrus fruit,potato products,5
citrus fruit,nuts/prunes,4
citrus fruit,vinegar,8
citrus fruit,frozen dessert,21
citrus fruit,spread cheese,24
citrus fruit,house keeping products,4
citrus fruit,soap,4
citrus fruit,cling film/bags,10
citrus fruit,female sanitary products,9
citrus fruit,white bread,74
citrus fruit,pet care,22
citrus fruit,Instant food products,11
citrus fruit,salty snack,55
citrus fruit,specialty cheese,16
citrus fruit,baking powder,22
citrus fruit,dish cleaner,21
citrus fruit,sliced cheese,40
citrus fruit,frozen vegetables,97
citrus fruit,whipped/sour cream,115
citrus fruit,oil,53
citrus fruit,salt,26
citrus fruit,shopping bags,138
